"Year"|"Event Name"|"Order Type"|"Order Type Code"|"Announcement Date"|"Announcement Time"|"Time Zone"|"State"|"County"|"County FIPS"|"Evacuation Area"|"Effective Date"|"Effective Time"
"2022"|"Hurricane Ian"|"Voluntary evacuation order"|"2"|"2022-09-27"|"14:40:00"|"EDT"|"FL"|"Gilchrist County"|"12041"|"Residents in mobile homes and historically flood-prone areas (low-lying) that frequently flood"|"2022-09-27"|"14:40:00"
"2022"|"Hurricane Ian"|"Voluntary evacuation order"|"2"|"2022-09-27"|"10:15:00"|"EDT"|"FL"|"Highlands County"|"12055"|"Flood-prone areas and non-slab-built homes (trailers, RVs, mobile homes)"|"2022-09-27"|"10:15:00"
"2022"|"Hurricane Ian"|"State of emergency"|"0"|"2022-09-28"|""|""|"VA"|""|""|""|""|""
"2022"|"Hurricane Ian"|"State of emergency"|"0"|"2022-09-28"|""|""|"SC"|""|""|""|""|""
"2022"|"Hurricane Ian"|"State of emergency"|"0"|"2022-09-28"|""|""|"NC"|""|""|""|""|""
"2022"|"Hurricane Nicole"|"State of emergency"|"0"|"2022-11-07"|""|""|"FL"|"Brevard, Broward, Charlotte, Citrus, Clay, Collier, DeSoto, Duval, Flagler, Glades, Hardee, Hendry, Highlands, Hillsborough, Indian River, Lake, Lee, Manatee, Martin, Miami-Dade, Nassau, Okeechobee, Orange, Osceola, Palm Beach, Pasco, Polk, Putnam, Sarasota, Seminole, St. Johns, St. Lucie, Sumter, Volusia"|""|""|""|""
"2022"|"Hurricane Nicole"|"Voluntary evacuation order"|"2"|"2022-11-08"|"14:15:00"|"EST"|"FL"|"Brevard County"|"12009"|"Residents who live on the barrier islands, including areas from Kennedy Space Center south beaches, and Merritt Island; Residents in mobile homes or manufactured housing; Residences in low-lying, flood-prone areas; Any residents with special medical needs such as electrical dependence"|"2022-11-09"|"07:00:00"
"2022"|"Hurricane Nicole"|"Mandatory evacuation order"|"1"|"2022-11-09"|"10:00:00"|"EST"|"FL"|"Clay County"|"12019"|"Zone A"|""|""
"2022"|"Hurricane Nicole"|"Mandatory evacuation order"|"1"|"2022-11-08"|"15:00:00"|"EST"|"FL"|"Flagler County"|"12035"|"Zone A, barrier island; Mobile Homes and RV’s countywide; and those low-lying homes prone to flooding"|"2022-11-09"|"15:30:00"
"2022"|"Hurricane Nicole"|"Voluntary evacuation order"|"2"|"2022-11-08"|"18:20:00"|"EST"|"FL"|"Indian River County"|"12061"|"Areas East of U.S 1 (including the Barrier Islands); Low-lying, flood prone areas; Residents with mobile homes or vulnerable housing; Persons with special medical needs"|"2022-11-09"|"08:00:00"
"2022"|"Hurricane Nicole"|"Voluntary evacuation order"|"2"|"2022-11-08"|"14:00:00"|"EST"|"FL"|"Martin County"|"12085"|"Zone A; Zone B; Sewall’s Point; Manufactured and mobile homes; Low-lying areas"|"2022-11-09"|"08:00:00"
"2022"|"Hurricane Nicole"|"State of emergency"|"0"|"2022-11-08"|"15:00:00"|"EST"|"FL"|"Nassau County"|"12089"|""|"2022-11-08"|"15:00:00"
"2022"|"Hurricane Nicole"|"Mandatory evacuation order"|"1"|"2022-11-09"|"09:45:00"|"EST"|"FL"|"Nassau County"|"12089"|"Zone A; Zone D"|"2022-11-09"|"10:00:00"
"2022"|"Hurricane Nicole"|"Mandatory evacuation order lifted"|"3"|"2022-11-10"|"14:30:00"|"EST"|"FL"|"Nassau County"|"12089"|""|""|""
"2022"|"Hurricane Nicole"|"Mandatory evacuation order"|"1"|"2022-11-08"|"14:00:00"|"EST"|"FL"|"Palm Beach County"|"12099"|"Zone A; Zone B; Mobile homes; Barrier Islands; Low-lying areas"|"2022-11-09"|"07:00:00"
"2022"|"Hurricane Nicole"|"Voluntary evacuation order"|"2"|"2022-11-08"|"17:00:00"|"EST"|"FL"|"Putnam County"|"12107"|"Zone F"|""|""
"2022"|"Hurricane Nicole"|"Voluntary evacuation order"|"2"|"2022-11-08"|"17:00:00"|"EST"|"FL"|"Seminole County"|"12117"|"Mobile, modular and manufactured homes; Homes in designated flood zones; Homes in low-lying areas; Individuals with special needs."|"2022-11-08"|"17:00:00"
"2022"|"Hurricane Nicole"|"Voluntary evacuation order"|"2"|"2022-11-08"|"18:25:00"|"EST"|"FL"|"St. Johns County"|"12109"|"City of St. Augustine; City of St. Augustine Beach; Waterfront property; Flood-prone areas"|"2022-11-09"|"07:00:00"
"2022"|"Hurricane Nicole"|"Voluntary evacuation order"|"2"|"2022-11-08"|"12:30:00"|"EST"|"FL"|"St. Lucie County"|"12111"|"Barrier islands in North and South Hutchinson Islands, low-lying and mobile homes"|""|""
"2022"|"Hurricane Nicole"|"Voluntary evacuation order"|"2"|"2022-11-09"|"09:00:00"|"EST"|"FL"|"St. Lucie County"|"12111"|"Zones A and B, Barrier Islands, Low-lying areas, along the Saint Lucie River, Indian River Lagoon, and those living in manufacture, mobile homes and RVs"|"2022-11-09"|"09:00:00"
"2022"|"Hurricane Nicole"|"Mandatory evacuation order"|"1"|"2022-11-08"|"15:30:00"|"EST"|"FL"|"Volusia County"|"12127"|"East of the Intracoastal Waterway; All manufactured and mobile home dwellers east of Interstate 95; All low-lying areas and other areas prone to flooding; All campsites and RV recreational parks"|"2022-11-09"|"10:00:00"
